uuids,experiment_name,experiment_date,sample_type,species,cell_line,agg_date,plating_date,org_age,media,patterning,drug,chip_number
2024-07-02-e-sakura-drugs-20264,Trace_20240701_11_55_53_20264_80_dorsal_kh2_NBQX_init,2024-07-02 10:59:24,organoid,organoid,KH2,2024-04-11,2024-04-29,82 days 10:59:24,sakura,dorsal,nbqx,20264e
2024-07-02-e-sakura-drugs-20264,Trace_20240701_11_55_53_20264_80_dorsal_kh2_APV_inc,2024-07-01 16:24:56,organoid,organoid,KH2,2024-04-11,2024-04-29,81 days 16:24:56,sakura,dorsal,apv,20264e
2024-07-02-e-sakura-drugs-20264,Trace_20240701_11_55_53_20264_80_dorsal_kh2_baseline_APV,2024-07-01 15:28:59,organoid,organoid,KH2,2024-04-11,2024-04-29,81 days 15:28:59,sakura,dorsal,baseline,20264e
2024-07-02-e-sakura-drugs-20264,Trace_20240701_11_55_53_20264_80_dorsal_kh2_dopamine_init,2024-07-01 14:06:39,organoid,organoid,KH2,2024-04-11,2024-04-29,81 days 14:06:39,sakura,dorsal,dopamine,20264e
2024-07-02-e-sakura-drugs-20264,Trace_20240701_11_55_53_20264_80_dorsal_kh2_CCH_inc,2024-07-02 12:58:10,organoid,organoid,KH2,2024-04-11,2024-04-29,82 days 12:58:10,sakura,dorsal,carbachol,20264e
2024-07-02-e-sakura-drugs-20264,Trace_20240701_11_55_53_20264_80_dorsal_kh2_dmso_inc,2024-07-02 15:57:20,organoid,organoid,KH2,2024-04-11,2024-04-29,82 days 15:57:20,sakura,dorsal,dmso,20264e
2024-07-02-e-sakura-drugs-20264,Trace_20240701_11_55_53_20264_80_dorsal_kh2_baseline_dopamine,2024-07-01 13:46:46,organoid,organoid,KH2,2024-04-11,2024-04-29,81 days 13:46:46,sakura,dorsal,dopamine,20264e
2024-07-02-e-sakura-drugs-20264,Trace_20240701_11_55_53_20264_80_dorsal_kh2_CCH_init,2024-07-02 12:29:05,organoid,organoid,KH2,2024-04-11,2024-04-29,82 days 12:29:05,sakura,dorsal,carbachol,20264e
2024-07-02-e-sakura-drugs-20264,Trace_20240701_11_55_53_20264_80_dorsal_kh2_baseline_NBQX,2024-07-02 10:35:34,organoid,organoid,KH2,2024-04-11,2024-04-29,82 days 10:35:34,sakura,dorsal,nbqx,20264e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_cch_inc,2024-07-03 18:07:29,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 18:07:29,sakura,dorsal,carbachol,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_baseline_dopamine,2024-07-03 12:04:04,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 12:04:04,sakura,dorsal,dopamine,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_baseline_cch,2024-07-03 17:23:39,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 17:23:39,sakura,dorsal,baseline,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_dmso_inc,2024-07-03 20:40:58,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 20:40:58,sakura,dorsal,dmso,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_baseline_nbqx,2024-07-03 15:57:36,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 15:57:36,sakura,dorsal,nbqx,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_gabazine_init,2024-07-03 19:06:23,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 19:06:23,sakura,dorsal,gaba,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_nbqx_inc,2024-07-03 16:42:16,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 16:42:16,sakura,dorsal,nbqx,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_apv_init,2024-07-03 14:19:10,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 14:19:10,sakura,dorsal,apv,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_baseline_dmso,2024-07-03 20:15:31,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 20:15:31,sakura,dorsal,baseline,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_nbqx_init,2024-07-03 16:12:11,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 16:12:11,sakura,dorsal,nbqx,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_gaba_inc,2024-07-03 11:14:15,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 11:14:15,sakura,dorsal,gaba,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_baseline_apv,2024-07-03 14:01:51,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 14:01:51,sakura,dorsal,baseline,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_dmso_init,2024-07-03 20:29:31,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 20:29:31,sakura,dorsal,dmso,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_dopamine_init,2024-07-03 12:20:48,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 12:20:48,sakura,dorsal,dopamine,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_apv_inc,2024-07-03 14:49:20,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 14:49:20,sakura,dorsal,apv,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_cch_init,2024-07-03 17:37:25,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 17:37:25,sakura,dorsal,carbachol,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_gaba_init,2024-07-03 10:44:10,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 10:44:10,sakura,dorsal,gaba,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_gabazine_inc,2024-07-03 19:33:31,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 19:33:31,sakura,dorsal,gaba,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_baseline_gabazine,2024-07-03 18:52:10,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 18:52:10,sakura,dorsal,gaba,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_dopamine_inc,2024-07-03 12:51:21,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 12:51:21,sakura,dorsal,dopamine,21985e
2024-07-03-e-sakura-drugs-21985,Trace_20240703_10_24_02_21985_82_dorsal_kh2_baseline_gaba,2024-07-03 10:27:00,organoid,organoid,KH2,2024-04-11,2024-04-29,83 days 10:27:00,sakura,dorsal,gaba,21985e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_nbqx_init,2024-06-25 11:00:47,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 11:00:47,sakura,dorsal,nbqx,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240624_11_08_11_20247_day73_dorsal_e14_Baseline,2024-06-24 11:09:23,organoid,organoid,E14,2024-04-11,2024-04-29,74 days 11:09:23,sakura,dorsal,baseline,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_baseline_dmso,2024-06-25 15:27:55,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 15:27:55,sakura,dorsal,baseline,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240624_11_08_11_20247_day73_dorsal_e14_Baseline_dopamine,2024-06-24 13:41:08,organoid,organoid,E14,2024-04-11,2024-04-29,74 days 13:41:08,sakura,dorsal,dopamine,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240624_12_05_49_20247_day73_dorsal_e14_gaba_init,2024-06-24 12:07:25,organoid,organoid,E14,2024-04-11,2024-04-29,74 days 12:07:25,sakura,dorsal,gaba,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_gabazine_init,2024-06-25 14:10:22,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 14:10:22,sakura,dorsal,gaba,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_CCH_inc,2024-06-25 13:06:42,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 13:06:42,sakura,dorsal,carbachol,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_Baseline,2024-06-25 10:40:35,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 10:40:35,sakura,dorsal,baseline,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240624_11_08_11_20247_day73_dorsal_e14_dopamine_inc,2024-06-24 14:32:49,organoid,organoid,E14,2024-04-11,2024-04-29,74 days 14:32:49,sakura,dorsal,dopamine,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_dmso_inc,2024-06-25 16:17:12,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 16:17:12,sakura,dorsal,dmso,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_gabazine_inc,2024-06-25 14:40:25,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 14:40:25,sakura,dorsal,gaba,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240624_12_05_49_20247_day73_dorsal_e14_gaba_inc,2024-06-24 12:38:20,organoid,organoid,E14,2024-04-11,2024-04-29,74 days 12:38:20,sakura,dorsal,gaba,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240624_11_08_11_20247_day73_dorsal_e14_APV_inc,2024-06-24 16:18:55,organoid,organoid,E14,2024-04-11,2024-04-29,74 days 16:18:55,sakura,dorsal,apv,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_Baseline_CCH,2024-06-25 12:18:16,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 12:18:16,sakura,dorsal,baseline,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_Baseline_gabazine,2024-06-25 13:51:50,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 13:51:50,sakura,dorsal,gaba,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_nbqx_inc,2024-06-25 11:29:08,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 11:29:08,sakura,dorsal,nbqx,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_CCH_init,2024-06-25 12:36:31,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 12:36:31,sakura,dorsal,carbachol,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240625_10_39_00_20247_day74_dorsal_e14_dmso_init,2024-06-25 15:47:02,organoid,organoid,E14,2024-04-11,2024-04-29,75 days 15:47:02,sakura,dorsal,dmso,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240624_11_08_11_20247_day73_dorsal_e14_dopamine_init,2024-06-24 14:02:36,organoid,organoid,E14,2024-04-11,2024-04-29,74 days 14:02:36,sakura,dorsal,dopamine,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240624_11_08_11_20247_day73_dorsal_e14_APV_init,2024-06-24 15:48:11,organoid,organoid,E14,2024-04-11,2024-04-29,74 days 15:48:11,sakura,dorsal,apv,20247e
2024-06-25-e-sakura-drugs-20247,Trace_20240624_11_08_11_20247_day73_dorsal_e14_baseline_APV,2024-06-24 15:26:04,organoid,organoid,E14,2024-04-11,2024-04-29,74 days 15:26:04,sakura,dorsal,baseline,20247e
2024-07-05-e-all_cell_lines_dorsal_pasca,23139_KH2_d62_07-05-2024_dorsal_pasca,2024-07-05 12:06:43,organoid,organoid,KH2,2024-05-04,2024-06-04,62 days 12:06:43,sakura,dorsal,,23139e
2024-07-05-e-all_cell_lines_dorsal_pasca,23141_C57_d62_07-05-2024_dorsal_pasca,2024-07-05 10:01:31,organoid,organoid,C57BL6,2024-05-04,2024-06-04,62 days 10:01:31,sakura,dorsal,,23141e
2024-07-05-e-all_cell_lines_dorsal_pasca,23187_C57_d62_07-05-2024_dorsal_pasca,2024-07-05 09:32:04,organoid,organoid,C57BL6,2024-05-04,2024-06-04,62 days 09:32:04,sakura,dorsal,,23187e
2024-07-05-e-all_cell_lines_dorsal_pasca,23120_E14_d62_07-05-2024_dorsal_pasca,2024-07-05 13:25:54,organoid,organoid,E14,2024-05-04,2024-06-04,62 days 13:25:54,sakura,dorsal,,23120e
2024-07-05-e-all_cell_lines_dorsal_pasca,23150_E14_d62_07-05-2024_dorsal_pasca,2024-07-05 12:57:17,organoid,organoid,E14,2024-05-04,2024-06-04,62 days 12:57:17,sakura,dorsal,,23150e
2024-07-05-e-all_cell_lines_dorsal_pasca,23178_E14_d62_07-05-2024_dorsal_pasca,2024-07-05 13:54:53,organoid,organoid,E14,2024-05-04,2024-06-04,62 days 13:54:53,sakura,dorsal,,23178e
2024-09-04-e-ventral_day48/,Trace_20240902_13_06_07_25126_day48_ventral_kh2,2024-09-04 15:42:56,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,50 days 15:42:56,sakura,ventral,,25126e
2024-09-04-e-ventral_day48/,Trace_20240902_13_06_07_22064b_day48_ventral_kh2,2024-09-02 13:07:06,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,48 days 13:07:06,sakura,ventral,,22064e
2024-09-04-e-ventral_day48/,ventral-kh2-25126-48d,2024-09-02 12:57:03,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,48 days 12:57:03,sakura,ventral,,25126e
2024-08-23-e-,25126_ventral_day38,2024-08-23 13:37:14,organoid,organoid,KH2,2024-07-16,,38 days 13:37:14,sakura,ventral,,25126e
2024-08-23-e-,ventral-kh2-25126-41day,2024-08-26 10:48:03,organoid,organoid,KH2,2024-07-16,,41 days 10:48:03,sakura,ventral,,25126e
2024-08-23-e-,ventral-kh2-22150b-38day,2024-08-23 13:08:27,organoid,organoid,KH2,2024-07-16,,38 days 13:08:27,sakura,ventral,,22150be
2024-08-21-e-ventral_day36,Trace_20240821_10_59_12_22064b_day36_ventral_kh2,2024-08-21 11:42:09,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,36 days 11:42:09,sakura,ventral,,22064e
2024-08-21-e-ventral_day36,Trace_20240821_10_59_12_25126_day36_ventral_kh2,2024-08-21 11:01:01,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,36 days 11:01:01,sakura,ventral,,25126e
2024-08-21-e-ventral_day36,Trace_20240821_10_59_12_22150b_day36_ventral_kh2,2024-08-21 12:30:01,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,36 days 12:30:01,sakura,ventral,,22150be
2024-08-23-e-ventral_day38,ventral-kh2-22064b-38d,2024-08-23 13:09:41,organoid,organoid,KH2,2024-07-16,,38 days 13:09:41,sakura,ventral,,22064e
2024-08-26-e-ventral_day41,ventral-kh2-22064b-41d,2024-08-26 09:59:05,organoid,organoid,KH2,2024-07-16,,41 days 09:59:05,sakura,ventral,,22064e
2024-08-26-e-ventral_day41,ventral-kh2-23117d-41d-ddd,2024-08-26 11:04:23,organoid,organoid,KH2,2024-07-16,,41 days 11:04:23,sakura,ventral,,23117d
2024-08-26-e-ventral_day41,ventral-kh2-25122-41d-ddd,2024-08-26 14:22:40,organoid,organoid,KH2,2024-07-16,,41 days 14:22:40,sakura,ventral,,25122e
2024-08-26-e-ventral_day41,Trace_20240524_14_28_43_22194_day42_ventral_e14,2024-05-24 14:30:11,organoid,organoid,E14,2024-07-16,,42 days 00:00:00,sakura,ventral,,22194e
2024-08-30-e-ventral_day45,ventral-kh2-23117b-45d,2024-08-30 19:52:10,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,45 days 19:52:10,sakura,ventral,,23117be
2024-08-30-e-ventral_day45,ventral-kh2-25126-45d,2024-08-30 18:38:29,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,45 days 18:38:29,sakura,ventral,,25126e
2024-08-30-e-ventral_day45,ventral-kh2-22064b-45d,2024-08-30 19:10:29,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,45 days 19:10:29,sakura,ventral,,22064e
2024-09-04-e-ventral_day48,Trace_20240902_13_06_07_25126_day48_ventral_kh2,2024-09-04 15:42:56,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,50 days 15:42:56,sakura,ventral,,25126e
2024-09-04-e-ventral_day48,Trace_20240902_13_06_07_22064b_day48_ventral_kh2,2024-09-02 13:07:06,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,48 days 13:07:06,sakura,ventral,,22064e
2024-09-04-e-ventral_day48,ventral-kh2-25126-48d,2024-09-02 12:57:03,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,48 days 12:57:03,sakura,ventral,,25126e
2024-09-04-e-ventral_day50,Trace_20240904_11_42_00_23117d_day50_ventral_kh2,2024-09-04 11:43:10,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,50 days 11:43:10,sakura,ventral,,23117d
2024-09-04-e-ventral_day50,Trace_20240621_12_36_27_22064_day50_dorsal_kh2_,2024-09-04 15:49:25,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,50 days 15:49:25,,dorsal,,22064e
2024-09-06-e-ventral_day52,Trace_20240906_14_22_41_25123_day52_ventral_kh2,2024-09-06 14:23:17,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,52 days 14:23:17,sakura,ventral,,25123e
2024-09-06-e-ventral_day52,Trace_20240621_12_36_27_25126_day52_dorsal_kh2_,2024-09-06 10:50:55,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,52 days 10:50:55,,dorsal,,25126e
2024-09-13-e-ventral_day57,Trace_20240913_15_50_34_25122_day57_ventral_kh2,2024-09-13 15:51:38,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,59 days 15:51:38,sakura,ventral,,25122e
2024-09-13-e-ventral_day57,Trace_20240913_15_54_26_ventral_day_57_22064b,2024-09-13 15:57:13,organoid,organoid,KH2,2024-07-16,yyyy-mm-ddThh:mm:ss,59 days 15:57:13,sakura,ventral,,22064e
2024-03-29-e-interneurons_44,Trace_20240329_16_54_54_interneurons_44_23149,2024-03-29 16:55:15,organoid,organoid,C57BL6,,,,sakura,ventral,,23149d
2024-03-29-e-interneurons_44,Trace_20240329_16_28_31_interneurons_44_23154,2024-03-29 16:29:08,organoid,organoid,C57BL6,,,,sakura,ventral,,23154d
2024-03-29-e-interneurons_44,Trace_20240329_16_00_48_interneurons_44_23196,2024-03-29 16:01:44,organoid,organoid,C57BL6,,,,sakura,ventral,,23196d
2024-04-10-e-interneurons_56,Trace_20240410_19_22_02_minute0_nosynaptic_pasca_ventral_56_23196,2024-04-10 19:23:02,organoid,organoid,C57BL6,2024-02-14,,56 days 19:23:02,sakura,ventral,nbqx + apv + gabazine,23196d
2024-04-10-e-interneurons_56,Trace_20240410_17_43_20_pasca_ventral_56_23154,2024-04-10 17:43:48,organoid,organoid,C57BL6,2024-02-14,,56 days 17:43:48,sakura,ventral,,23154d
2024-04-10-e-interneurons_56,Trace_20240410_18_11_55_pasca_ventral_56_23196,2024-04-10 18:12:23,organoid,organoid,C57BL6,2024-02-14,,56 days 18:12:23,sakura,ventral,,23196d
2024-04-10-e-interneurons_56,Trace_20240410_19_55_07_minute30_nosynaptic_pasca_ventral_56_23196,2024-04-10 19:55:41,organoid,organoid,C57BL6,2024-02-14,,56 days 19:55:41,sakura,ventral,nbqx + apv + gabazine,23196d
2024-04-10-e-interneurons_56,Trace_20240410_18_59_36_pasca_ventral_56_23196_control_DMSO,2024-04-10 19:00:04,organoid,organoid,C57BL6,2024-02-14,,56 days 19:00:04,sakura,ventral,dmso,23196d
2024-04-11-e-interneurons-pasca-57,Trace_20240411_19_14_44_pasca_ventral_57_nosynaptic_minute30,2024-04-11 19:15:13,organoid,organoid,C57BL6,2024-02-14,yyyy-mm-ddThh:mm:ss,57 days 19:15:13,sakura,ventral,nbqx + apv + gabazine,unknownd
2024-04-11-e-interneurons-pasca-57,Trace_20240411_18_39_43_pasca_ventral_57_nosynaptic_minute0,2024-04-11 18:40:10,organoid,organoid,C57BL6,2024-02-14,yyyy-mm-ddThh:mm:ss,57 days 18:40:10,sakura,ventral,nbqx + apv + gabazine,unknownd
2024-04-11-e-interneurons-pasca-57,Trace_20240411_17_37_54_pasca_ventral_57_baseline,2024-04-11 17:38:45,organoid,organoid,C57BL6,2024-02-14,yyyy-mm-ddThh:mm:ss,57 days 17:38:45,sakura,ventral,baseline,unknownd
2024-04-11-e-interneurons-pasca-57,Trace_20240411_17_55_10_pasca_ventral_57_baseline_after5min,2024-04-11 17:56:27,organoid,organoid,C57BL6,2024-02-14,yyyy-mm-ddThh:mm:ss,57 days 17:56:27,sakura,ventral,baseline,unknownd
2024-04-11-e-interneurons-pasca-57,Trace_20240411_18_10_30_pasca_ventral_57_offset,2024-04-11 18:11:16,organoid,organoid,C57BL6,2024-02-14,yyyy-mm-ddThh:mm:ss,57 days 18:11:16,sakura,ventral,,unknownd
2024-11-04-e-ventral_day44,Trace_20241104_18_50_55_25244_ventral_Day44,2024-11-04 18:51:15,organoid,organoid,KH2,2024-09-21,,44 days 18:51:15,sakura,ventral,,25244e
2024-11-04-e-ventral_day44,Trace_20241104_18_23_02_25136_ventral_Day44,2024-11-04 18:24:17,organoid,organoid,KH2,2024-09-21,,44 days 18:24:17,sakura,ventral,,25136e
2024-10-25-e-ventral-day33,Trace_20241025_13_18_20_23117F_day34_ventral_kh2,2024-10-25 16:39:43,organoid,organoid,KH2,2024-09-21,,34 days 16:39:43,sakura,ventral,,23117Fe
2024-10-25-e-ventral-day33,Trace_20241025_13_18_20_25136_day34_ventral_kh2,2024-10-25 16:10:34,organoid,organoid,KH2,2024-09-21,,34 days 16:10:34,sakura,ventral,,25136e
2024-10-25-e-ventral-day33,Trace_20241024_11_28_15_23117f_ventral_kh2_day33,2024-10-24 11:29:30,organoid,organoid,KH2,2024-09-21,,33 days 11:29:30,sakura,ventral,,23117fe
2024-10-25-e-ventral-day33,Trace_20241024_13_18_20_25126d_day33_ventral_kh2,2024-10-24 13:19:22,organoid,organoid,KH2,2024-09-21,,33 days 13:19:22,sakura,ventral,,25126d
2024-10-25-e-ventral-day33,Trace_20241111_11_43_15_25158-day53_ventral_kh2,2024-11-11 14:41:30,organoid,organoid,KH2,2024-09-21,,51 days 14:41:30,sakura,ventral,,25158e
